id,ten,gia,hinh,link,noidung,idLoaiHang
80,Cây nước nóng lạnh Midea YL1836S-B - Hàng Chính Hãng,3789900,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-midea-yl1836s-b-hang-chinh-hang-p58862518.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Midea</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>SKU</td><td>6658630540485</td></tr><tr><td>Model</td><td>YL1836S-B</td></tr><tr><td>Công suất</td><td>570 W, làm nóng 450 W, làm lạnh 120 W</td></tr><tr><td>Nhiệt độ nóng</td><td>Nóng ≥ 85 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>Lạnh ≤10 độ C</td></tr></tbody></table></div>",2
81,Máy Nước Nóng Lạnh Kangaroo KG40N - Hàng chính hãng,3897400,f4c52053d220e94a047410420eaf9faf.png,/may-nuoc-nong-lanh-kangaroo-kg40n-hang-chinh-hang-p3140499.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Kangaroo</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>39.5x40.5x113.5</td></tr><tr><td>SKU</td><td>8014070256856</td></tr><tr><td>Model</td><td>KG40N</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr></tbody></table></div>",2
82,Cây Nước Nóng Lạnh Fujie WDBD20C - Vàng Đồng - Hàng chính hãng,2379000,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-fujie-wdbd20c-vang-dong-hang-chinh-hang-p540622.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Fujie</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>325 x 345 x 1000 mm</td></tr><tr><td>SKU</td><td>9903427857244</td></tr><tr><td>Model</td><td>WDBD20C</td></tr><tr><td>Điện áp</td><td>220 - 240V/ 50 - 60 Hz</td></tr><tr><td>Công suất làm nóng</td><td>550W</td></tr><tr><td>Nhiệt độ nóng</td><td>~ 85 - 95 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>~ 5 - 10 độ C</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr></tbody></table></div>",2
83,Máy Nước Nóng Lạnh Cornell CWD-E20L - Hàng Chính Hãng,2550400,f4c52053d220e94a047410420eaf9faf.png,/may-nuoc-nong-lanh-cornell-cwd-e20l-hang-chinh-hang-p21419109.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Cornell</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Singapore</td></tr><tr><td>Xuất xứ</td><td>Malaysia</td></tr><tr><td>Kích thước</td><td>310 x 360 x 1.000 mm</td></tr><tr><td>SKU</td><td>6838811240896</td></tr><tr><td>Model</td><td>CWD-E20L</td></tr><tr><td>Công suất</td><td>Công suất làm lạnh 2 lít/giờ
Công suất làm nóng4 lít/giờ</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>15.6 Kg</td></tr></tbody></table></div>",2
84,Máy nước nóng lạnh Cornell CWD-P20LF - Hàng Chính Hãng,2591500,f4c52053d220e94a047410420eaf9faf.png,/may-nuoc-nong-lanh-cornell-cwd-p20lf-hang-chinh-hang-p21419345.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Cornell</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Singapore</td></tr><tr><td>Xuất xứ</td><td>Malaysia</td></tr><tr><td>Kích thước</td><td>310 x 350 x 1000 mm</td></tr><tr><td>SKU</td><td>7735907315362</td></tr><tr><td>Model</td><td>CWD-P20LF</td></tr><tr><td>Công suất</td><td>Công suất làm lạnh 4 lít/giờ
Công suất làm nóng4 lít/giờ</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>17.5 Kg</td></tr></tbody></table></div>",2
85,Cây Nước Nóng Lạnh Fujie WD1500E - Bạc Đen - Hàng chính hãng,1999000,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-fujie-wd1500e-bac-den-hang-chinh-hang-p540549.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Fujie</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>365 x 390 x 1095 mm</td></tr><tr><td>SKU</td><td>9904517621820</td></tr><tr><td>Model</td><td>WD1500E</td></tr><tr><td>Điện áp</td><td>220 - 240V/ 50 - 60 Hz</td></tr><tr><td>Công suất làm nóng</td><td>550W</td></tr><tr><td>Nhiệt độ nóng</td><td>85 - 95 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>8 - 15 độ C</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>11.2kg</td></tr></tbody></table></div>",2
86,Cây nước nóng lạnh Electrolux EQAXF01BXBV - Hàng chính hãng,5049900,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-electrolux-eqaxf01bxbv-hang-chinh-hang-p13524686.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Electrolux</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Thụy Điển</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>SKU</td><td>5433779888183</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr></tbody></table></div>",2
87,Cây nước nóng lạnh cao cấp FujiE WD1850C - Chính Hãng,2259000,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-cao-cap-fujie-wd1850c-chinh-hang-p20730446.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Fujie</td></tr><tr><td>SKU</td><td>6401066221301</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr></tbody></table></div>",2
88,Cây Nước Nóng Lạnh Toshiba RWF-W1664RTV(W) Có Ngăn Làm Mát - Hàng Chính Hãng,3728900,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-toshiba-rwf-w1664rtv-w-co-ngan-lam-mat-hang-chinh-hang-p59020552.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Toshiba</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td><p>360 x 310 x 1040mm</p></td></tr><tr><td>Quy cách đóng gói</td><td>1 Cái/ Thùng</td></tr><tr><td>SKU</td><td>4248004980355</td></tr><tr><td>Model</td><td>RWF-W1664RTV(W)</td></tr><tr><td>Điện áp</td><td>220V - 50Hz</td></tr><tr><td>Công suất</td><td>550W</td></tr><tr><td>Công suất làm nóng</td><td>100W</td></tr><tr><td>Dung tích bình lạnh</td><td>20L</td></tr><tr><td>Chất liệu bình chứa nước</td><td>Inox 304</td></tr><tr><td>Trọng lượng</td><td>15,9 Kg</td></tr></tbody></table></div>",2
89,Cây nước nóng lạnh Midea YD1518S-X - Hàng Chính Hãng,2540000,e38b5ca97cf4b22e2f30011e19f84904.jpg,/cay-nuoc-nong-lanh-midea-yd1518s-x-hang-chinh-hang-p20339745.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Midea</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>Rộng 31 cm - Sâu 30.5 cm - Cao 92 cm</td></tr><tr><td>SKU</td><td>5007226857437</td></tr><tr><td>Model</td><td>YD1518S-X</td></tr><tr><td>Dung tích</td><td>Dung tích bình chứa nóng: 1.02 Lít
Dung tích bình chứa lạnh: 0.6 Lít</td></tr><tr><td>Điện áp</td><td>220-240V AC</td></tr><tr><td>Hệ thống làm lạnh</td><td>Chip điện tử</td></tr><tr><td>Công suất</td><td>515 W, làm nóng 440 W, làm lạnh 75 W</td></tr><tr><td>Công suất làm nóng</td><td>440W</td></tr><tr><td>Nhiệt độ nóng</td><td>80 - 95 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>10 - 15 độ C</td></tr><tr><td>Chất liệu bình chứa nước</td><td>Inox 304</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>11.2 KG</td></tr></tbody></table></div>",2
90,Cây nước nóng lạnh Midea YD1135AS - Hàng Chính Hãng,3150000,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-midea-yd1135as-hang-chinh-hang-p58820001.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Midea</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>SKU</td><td>4699086176639</td></tr><tr><td>Model</td><td>YD1135AS</td></tr><tr><td>Nhiệt độ nóng</td><td>≥ 85 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>≤10 độ C</td></tr></tbody></table></div>",2
91,Cây Nước Nóng Lạnh Midea MYL 1031S - Hàng Chính Hãng,2314900,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-midea-myl-1031s-hang-chinh-hang-p20339743.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Midea</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>Ngang 28.5 cm - Sâu 28 cm - Cao 104.5 cm</td></tr><tr><td>SKU</td><td>1472581650872</td></tr><tr><td>Model</td><td>MYL 1031S</td></tr><tr><td>Dung tích</td><td>Dung tích bình chứa nóng: 1.02 Lít
Dung tích bình chứa lạnh: 3.0 Lít</td></tr><tr><td>Điện áp</td><td>220-240V</td></tr><tr><td>Công suất</td><td>Công suất:520 W, làm nóng 420 W, làm lạnh 100 W</td></tr><tr><td>Nhiệt độ nóng</td><td>85 - 90 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>5 - 10 độ C</td></tr><tr><td>Dung tích bình lạnh</td><td>2 Lít</td></tr><tr><td>Dung tích bình nóng</td><td>4 Lít</td></tr><tr><td>Chất liệu bình chứa nước</td><td>Inox 304</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>11.55 Kg</td></tr></tbody></table></div>",2
92,Cây Nước Nóng Lạnh Sunhouse SHD9546 - Hàng chính hãng,3189900,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-nong-lanh-sunhouse-shd9546-hang-chinh-hang-p903424.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Sunhouse</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Hàn Quốc</td></tr><tr><td>Kích thước</td><td>33 x  36 x  108 cm</td></tr><tr><td>SKU</td><td>9900420589639</td></tr><tr><td>Model</td><td>SHD9546</td></tr><tr><td>Điện áp</td><td>220V – 50Hz</td></tr><tr><td>Hệ thống làm lạnh</td><td>Block Daewoo</td></tr><tr><td>Công suất làm nóng</td><td>580W</td></tr><tr><td>Công suất làm lạnh</td><td>90W</td></tr><tr><td>Nhiệt độ nóng</td><td>86°C - 94°C</td></tr><tr><td>Nhiệt độ lạnh</td><td>5°C - 10°C</td></tr><tr><td>Dung tích bình lạnh</td><td>1L</td></tr><tr><td>Dung tích bình nóng</td><td>3L</td></tr><tr><td>Chất liệu bình chứa nước</td><td>Inox cao cấp </td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>16.3kg</td></tr></tbody></table></div>",2
93,Máy làm nóng lạnh nước uống Kangaroo KG31A2 Hàng chính hãng ,2500000,2568f6dc54fe36cc39297a3f68999e15.jpg,/may-lam-nong-lanh-nuoc-uong-kangaroo-kg31a2-hang-chinh-hang-p66407345.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Kangaroo</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>SKU</td><td>5811337000527</td></tr><tr><td>Model</td><td>KG31A2</td></tr><tr><td>Điện áp</td><td>AV 220V/50Hz</td></tr><tr><td>Công suất</td><td>500w</td></tr><tr><td>Nhiệt độ nóng</td><td>95oC</td></tr><tr><td>Nhiệt độ lạnh</td><td>16oC</td></tr><tr><td>Dung tích bình lạnh</td><td>1l</td></tr><tr><td>Dung tích bình nóng</td><td>5l</td></tr><tr><td>Trọng lượng</td><td>8kg</td></tr></tbody></table></div>",2
94,Cây Nước Nóng Lạnh Fujie WDBD20E - Trắng Đen - Hàng chính hãng,1879000,wdbd20e_1.u579.d20160705.t220434_2.jpg,/cay-nuoc-nong-lanh-fujie-wdbd20e-trang-den-hang-chinh-hang-p540639.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Fujie</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>325 × 345 × 1000 mm</td></tr><tr><td>SKU</td><td>9904145676155</td></tr><tr><td>Model</td><td>WDBD20E</td></tr><tr><td>Điện áp</td><td>220 - 240V/50 - 60 Hz</td></tr><tr><td>Công suất làm nóng</td><td>550W</td></tr><tr><td>Nhiệt độ nóng</td><td>~ 85 - 95 độ C</td></tr><tr><td>Nhiệt độ lạnh</td><td>~ 5 - 10 độ C</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr></tbody></table></div>",2
95,"Cây nước kết hợp bàn pha trà, cafe FujiE WD3000E - Hàng chính hãng",2719000,f4c52053d220e94a047410420eaf9faf.png,/cay-nuoc-ket-hop-ban-pha-tra-cafe-fujie-wd3000e-hang-chinh-hang-p3233635.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Fujie</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Hàn Quốc</td></tr><tr><td>Kích thước</td><td><p>450 x 440 x 865 mm</p></td></tr><tr><td>SKU</td><td>9217690076531</td></tr><tr><td>Model</td><td>WD6000C</td></tr><tr><td>Điện áp</td><td>220V- 50Hz</td></tr><tr><td>Hệ thống làm lạnh</td><td>Làm lạnh điện tử</td></tr><tr><td>Công suất</td><td><ul> <li>Công suất làm nóng: 550W</li> <li>Công suất làm lạnh: 70W</li> </ul></td></tr><tr><td>Nhiệt độ nóng</td><td>100℃</td></tr><tr><td>Nhiệt độ lạnh</td><td>5 ~ 10℃</td></tr><tr><td>Dung tích bình lạnh</td><td>0.7L</td></tr><tr><td>Dung tích bình nóng</td><td>2.4L</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>5kg</td></tr></tbody></table></div>",2
96,Máy Làm Nóng Lạnh Nước Uống Kangaroo KG45 - Hàng chính hãng,6650000,f4c52053d220e94a047410420eaf9faf.png,/may-lam-nong-lanh-nuoc-uong-kangaroo-kg45-hang-chinh-hang-p3140337.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Kangaroo</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td>30 x 34 x 103 cm</td></tr><tr><td>SKU</td><td>9756074266491</td></tr><tr><td>Model</td><td>KG45</td></tr><tr><td>Điện áp</td><td>220V/50Hz</td></tr><tr><td>Hệ thống làm lạnh</td><td> Block làm lạnh: LG -TS24LATG  1/10 HP   </td></tr><tr><td>Công suất</td><td><ul> <li>Công suất nóng: 430W</li> <li>Công suất lạnh: 85W</li> </ul></td></tr><tr><td>Nhiệt độ nóng</td><td>85 độ C ~ 90 độ C</td></tr><tr><td>Dung tích bình lạnh</td><td>3L </td></tr><tr><td>Dung tích bình nóng</td><td>1.8L</td></tr><tr><td>Chất liệu bình chứa nước</td><td>Inox 304</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Trọng lượng</td><td>19kg</td></tr></tbody></table></div>",2
97,Máy Hút Bụi Cầm Tay Deerma-Deerma Vacuum Cleaner DX700 - Hàng Chính Hãng,678030,4a64eeedd11301506fe5c3ee9e4b4a88.jpg,/may-hut-bui-cam-tay-deerma-deerma-vacuum-cleaner-dx700-hang-chinh-hang-p20882633.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Deerma</td></tr><tr><td>SKU</td><td>6067308794264</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>DX700</td></tr><tr><td>Công suất</td><td>600 W</td></tr><tr><td>Chất liệu</td><td><p><span style=""color: #333333; font-family: Roboto, 'Helvetica Neue', Arial, sans-serif;"">Nhựa ABS/PC</span></p></td></tr><tr><td>Dung tích chứa bụi</td><td>0.8 Lít</td></tr><tr><td>Điện áp</td><td>220VAC</td></tr><tr><td>Độ ồn</td><td>75 db</td></tr><tr><td>Kiểu máy hút bụi</td><td>Cầm tay</td></tr><tr><td>Trọng lượng</td><td>2 Kg</td></tr><tr><td>Kích thước</td><td>130 x 360 x 130</td></tr></tbody></table></div>",3
98,Máy hút bụi sạc pin không dây R6053,269000,b406f23e67a05784a570468849656dbc.jpg,/may-hut-bui-cam-tay-khong-day-r6053-p19577942.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>OEM</td></tr><tr><td>SKU</td><td>9876208607270</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td><p>35cm x 12cm x 10cm</p></td></tr></tbody></table></div>",3
99,Máy Hút Bụi Mini Cầm Tay DEERMA DX128C - Xanh Mint,599000,488aef44864e8ec9ce176a47f834d903.jpg,/may-hut-bui-mini-cam-tay-deerma-dx128c-xanh-mint-p2957057.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Deerma</td></tr><tr><td>SKU</td><td>1842322155957</td></tr><tr><td>Công suất</td><td>400W</td></tr><tr><td>Điện áp</td><td>220V</td></tr><tr><td>Độ ồn</td><td> ≥75</td></tr><tr><td>Kiểu máy hút bụi</td><td>Gia đình</td></tr><tr><td>Chiều dài dây điện</td><td>5m</td></tr><tr><td>Trọng lượng</td><td>1.82 kg</td></tr></tbody></table></div>",3
100,Máy Hút Bụi Cầm Tay MIDEA MVC SC861B - Trắng Xanh - Hàng chính hãng,649900,midea mvc sc861b_xanh1.u579.d20160527.t093302.jpg,/may-hut-bui-cam-tay-midea-mvc-sc861b-trang-xanh-hang-chinh-hang-p505634.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Midea</td></tr><tr><td>SKU</td><td>1680564579410</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>MVC SC861B</td></tr><tr><td>Công suất</td><td>600W</td></tr><tr><td>Điện áp</td><td>220 - 240 V/50-60Hz</td></tr><tr><td>Kiểu máy hút bụi</td><td>Cầm tay</td></tr><tr><td>Kích thước</td><td>66 x 10 x 13 (cm)</td></tr></tbody></table></div>",3
101,"Robot hút bụi, lau nhà thông minh Liectroux C30B - Hàng chính hãng",3990000,dac3fdd26c3f2063dfa8cb19d13e4dfc.jpg,/robot-hut-bui-lau-nha-thong-minh-liectroux-c30b-hang-chinh-hang-p28104534.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>LIECTROUX</td></tr><tr><td>SKU</td><td>2507906977026</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>C30B</td></tr></tbody></table></div>",3
102,"Robot Hút Bụi, Lau Nhà Thông Minh Xiaomi Mi Robot Vacuum-Mop SKV4093GL - Hàng chính hãng",6099600,4bce3f6fc29487f8d5a95c1f0d25b342.jpg,/may-hut-bui-vacuum-xiaomi-mi-robot-vacuum-mop-skv4093gl-hang-chinh-hang-p52668196.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Xiaomi</td></tr><tr><td>SKU</td><td>3963111501965</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Trung Quốc</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>SKV4093GL</td></tr><tr><td>Công suất</td><td>2.500Pa</td></tr><tr><td>Chất liệu</td><td>Nhựa cao cấp</td></tr><tr><td>Điện áp</td><td>Dùng Pin 2600mAh</td></tr><tr><td>Kiểu máy hút bụi</td><td>Robot</td></tr><tr><td>Trọng lượng</td><td>3.6kg</td></tr><tr><td>Kích thước</td><td>35 x 40 x 12 cm</td></tr></tbody></table></div>",3
103,Máy Hút Bụi Electrolux Z1231 (1600W) - Hàng chính hãng ,1568900,f4c52053d220e94a047410420eaf9faf.png,/may-hut-bui-electrolux-z1231-1600w-hang-chinh-hang-p1989659.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Electrolux</td></tr><tr><td>SKU</td><td>8310804716963</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Thụy Điển</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>Z1231</td></tr><tr><td>Công suất</td><td>1600W</td></tr><tr><td>Chất liệu</td><td><p>Nhựa</p></td></tr><tr><td>Dung tích chứa bụi</td><td>1L</td></tr><tr><td>Điện áp</td><td>220 - 240V</td></tr><tr><td>Độ ồn</td><td>81dB</td></tr><tr><td>Kiểu máy hút bụi</td><td>Gia đình</td></tr><tr><td>Loại khoang chứa bụi</td><td>Dùng hộc</td></tr><tr><td>Chiều dài dây điện</td><td>4.5m</td></tr><tr><td>Trọng lượng</td><td>3.7kg</td></tr><tr><td>Kích thước</td><td><p>(C x R x D) 25 x 34 x 25 cm</p></td></tr></tbody></table></div>",3
