id,ten,gia,hinh,link,noidung,idLoaiHang
197,Máy Lọc Nước Pureit Classic (9.0 Lít) - Hàng Chính Hãng,1699000,d5e2b3c7c227c888c7a4c9833b1a431d.jpg,/may-loc-nuoc-pureit-classic-9-0-lit-hang-chinh-hang-p60824784.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Pureit</td></tr><tr><td>SKU</td><td>6622482233154</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Ấn Độ</td></tr><tr><td>Xuất xứ</td><td>Ấn Độ</td></tr><tr><td>Model</td><td>Classic</td></tr><tr><td>Dung tích</td><td>9.0 Lít</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Công suất lọc</td><td>Công suất lọc tối đa 9 lít/giờ</td></tr><tr><td>Trọng lượng</td><td>7.3 Kg</td></tr><tr><td>Kích thước</td><td>61 x 29 x 26 cm</td></tr></tbody></table></div>",5
198,Đầu lọc tại vòi Pure World Model C1 phiên bản 1 lõi lọc xứ lọc 6 cấp hàng nhập khẩu,142000,4b45a984978a93a10415cf9a20f6885a.jpg,/dau-loc-tai-voi-pure-world-model-c1-phien-ban-1-loi-loc-xu-loc-6-cap-hang-nhap-khau-p55469957.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>PureWorld</td></tr><tr><td>SKU</td><td>4187544909610</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Model</td><td>C1</td></tr><tr><td>Loại van</td><td>van</td></tr><tr><td>Công suất lọc</td><td>2L/Phút</td></tr><tr><td>Nhiệt độ nước</td><td>5-65 Độ C</td></tr></tbody></table></div>",5
199,Chân Đế Máy Lọc Nước (Free size),350000,ffc786a0fe063e1863e9d0aab0e20119.jpg,/chan-de-may-loc-nuoc-free-size-p10062722.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>OEM</td></tr><tr><td>SKU</td><td>1937553811748</td></tr><tr><td>Kích thước</td><td><p>Có thể thay đổi theo kích thước máy lọc nước.</p>
<p>Giới hạn kích thước: D22cm - D50cm</p>
<p>                              R25cm - 45cm</p></td></tr></tbody></table></div>",5
200,Lõi lọc nước số 1 chính hãng KANGAROO thay thế cho các loại máy lọc RO ,65000,ce16cc25ba053a4f6c78628821a757e7.jpg,/loi-loc-nuoc-so-1-chinh-hang-kangaroo-thay-the-cho-cac-loai-may-loc-ro-p20831735.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Kangaroo</td></tr><tr><td>SKU</td><td>3641458525188</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr></tbody></table></div>",5
201,Máy Lọc Nước 7 Lõi Vỏ Tủ VTU Kangaroo KG07VTU - Hàng Chính Hãng,3409000,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-7-loi-vo-tu-vtu-kangaroo-kg07vtu-hang-chinh-hang-p32135244.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Kangaroo</td></tr><tr><td>SKU</td><td>3882502566188</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Hàn Quốc</td></tr><tr><td>Model</td><td>KG07VTU</td></tr><tr><td>Dung tích</td><td>10 Lít</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Công suất</td><td>12 Lít/h</td></tr><tr><td>Trọng lượng</td><td>22.0 Kg</td></tr><tr><td>Kích thước</td><td>440 x 335 x 575 mm</td></tr></tbody></table></div>",5
202,Máy Lọc Nước RO Toshiba TWP-N1843SV (T) - Hàng Chính Hãng,5689900,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-ro-toshiba-twp-n1843sv-t-hang-chinh-hang-p36997583.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Toshiba</td></tr><tr><td>SKU</td><td>9846728073916</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>TWP-N1843SV (T)</td></tr><tr><td>Chất liệu</td><td><ul>
<li>Lõi lọc thứ 1 và thời gian sử dụng PAC (PP+Carbon) / 3600L / 12 Tháng</li>
<li>Lõi lọc thứ 2 và thời gian sử dụng RO / 7200L / 24 Tháng</li>
<li>Lõi lọc thứ 3 và thời gian sử dụng Post Active Carbon / 3600L / 12 Tháng</li>
</ul></td></tr><tr><td>Dung tích</td><td>Dung tích bình chứa nước 8 Lít</td></tr><tr><td>Điện áp</td><td>220V - 50Hz</td></tr><tr><td>Loại van</td><td>Van điện từ</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Công suất</td><td>Công suất: 30W; Tốc độ lọc nước &gt;0.13L/phút</td></tr><tr><td>Số lõi lọc</td><td>3</td></tr><tr><td>Công suất lọc</td><td>7.8 lít/giờ</td></tr><tr><td>Trọng lượng</td><td>18.8 Kg</td></tr><tr><td>Kích thước</td><td>405 x 380 x 1100 mm</td></tr></tbody></table></div>",5
203,"Máy Lọc Nước RO Để Gầm, Không Tủ KAROFI KT-ERO80 (8 Cấp Lọc) - Hàng Chính Hãng",3730000,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-ro-de-gam-khong-tu-karofi-kt-ero80-8-cap-loc-hang-chinh-hang-p36230784.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>4642828756316</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>KT-ERO80</td></tr><tr><td>Chất liệu</td><td><p>Màng RO Filmtec siêu lọc nhập khẩu trực tiếp từ Mỹ<br/>Bình áp thép siêu bền<br/>Van điện từ KSD tự động</p></td></tr><tr><td>Dung tích</td><td>10 lít</td></tr><tr><td>Loại van</td><td>Van điện từ KSD tự động</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Số lõi lọc</td><td>8 cấp lọc</td></tr><tr><td>Công suất lọc</td><td>Công suất lọc 10 lít/ giờ</td></tr><tr><td>Trọng lượng</td><td>14.5 kg</td></tr><tr><td>Kích thước</td><td><p>Kích Thước: 43 x 36 x 58 cm</p></td></tr></tbody></table></div>",5
204,đầu lọc nước tại vòi water purifier,74000,1906eac0a91d2b5a5a6ad45436a8cce0.png,/dau-loc-nuoc-tai-voi-water-purifier-p21484801.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>OEM</td></tr><tr><td>SKU</td><td>7588019035877</td></tr></tbody></table></div>",5
205,Máy Lọc Nước Tinh Khiết 8 Cấp Lọc RO Thông Minh FujiE RO Kèm Tủ Cường Lực RO-08 (CAB) - Giao Màu Ngẫu Nhiên - Hàng chính hãng,3549000,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-tinh-khiet-8-cap-loc-ro-thong-minh-fujie-ro-kem-tu-cuong-luc-ro-08-cab-giao-mau-ngau-nhien-hang-chinh-hang-p503327.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Fujie</td></tr><tr><td>SKU</td><td>2053061691593</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>RO-08 ( CAB )</td></tr><tr><td>Dung tích</td><td>10LÍT</td></tr><tr><td>Điện áp</td><td>220 - 240 V/50Hz</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr></tbody></table></div>",5
206,Máy Lọc Nước R.O Tích Hợp Nóng Lạnh 10 Lõi Sunhouse SHR76210CK - Hàng chính hãng,7599000,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-r-o-tich-hop-nong-lanh-10-loi-sunhouse-shr76210ck-hang-chinh-hang-p597314.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Sunhouse</td></tr><tr><td>SKU</td><td>2050007241614</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Đài Loan</td></tr><tr><td>Model</td><td>SHR76210CK</td></tr><tr><td>Chất liệu</td><td>Vỏ tủ: Kính cường lực</td></tr><tr><td>Dung tích</td><td>10 lít</td></tr><tr><td>Điện áp</td><td>24V</td></tr><tr><td>Loại van</td><td>Van điện từ</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Có</td></tr><tr><td>Công suất</td><td>50W/h</td></tr><tr><td>Số lõi lọc</td><td>10</td></tr><tr><td>Công suất lọc</td><td>10 - 15 lít/ giờ</td></tr><tr><td>Thông tin lắp đặt / giao hàng</td><td><p>Tiki/ nhà bán hàng chịu trách nhiệm giao hàng. Nếu quý khách có nhu cầu lắp đặt và tư vấn vui lòng liên hệ Tổng đài 1900 6035 (Dịch vụ lắp đặt có tính phí).</p></td></tr><tr><td>Kích thước</td><td>Dài x Rộng x Cao: 48 x 38 x 95 cm
</td></tr></tbody></table></div>",5
207,Lõi lọc cho máy lọc nước tại vòi Eurolife LS-D10,79000,9a14553aa63bc57e5193b4124a5cdfab.jpg,/loi-loc-cho-may-loc-nuoc-tai-voi-eurolife-ls-d10-p3071357.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Eurolife</td></tr><tr><td>SKU</td><td>9258305219196</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>LÕI LỌC LS-D10</td></tr></tbody></table></div>",5
208,Máy lọc nước Karofi không tủ SLIM S-S038 (8 cấp)- Hàng chính hãng,3499000,fc9610cc06ea4a4023f14b95eed8a0a5.jpg,/may-loc-nuoc-karofi-khong-tu-slim-s-s038-8-cap-hang-chinh-hang-p66646621.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>4769826146342</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr></tbody></table></div>",5
209,Bộ Lọc Thay Thế Toray Torayvino MKC.MXJ - Hàng chính hãng,537500,d8d75281194cf17d9711d20f171f7d86.png,/bo-loc-thay-the-toray-torayvino-mkc-mxj-hang-chinh-hang-p12634650.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Torayvino</td></tr><tr><td>SKU</td><td>8208622045740</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Nhật Bản</td></tr><tr><td>Model</td><td>MKC.MXJ</td></tr><tr><td>Chất liệu</td><td><p>Polyacetal / Nhựa ABS</p></td></tr><tr><td>Số lõi lọc</td><td>4</td></tr><tr><td>Công suất lọc</td><td>600L</td></tr><tr><td>Nhiệt độ nước</td><td>Nhiệt độ nước máy khi sử dụng là &lt; 50°C và lõi lọc &lt; 35°C</td></tr><tr><td>Trọng lượng</td><td>100 Gram</td></tr><tr><td>Kích thước</td><td><p>Cao: 9.5  x Rộng: 6 x Dài: 6 (cm)</p></td></tr></tbody></table></div>",5
210,Dây dẫn nước máy lọc nước ,50000,f4c52053d220e94a047410420eaf9faf.png,/day-dan-nuoc-may-loc-nuoc-p42867263.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>SMY</td></tr><tr><td>SKU</td><td>6806020313717</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr></tbody></table></div>",5
211,Thiết Bị Lọc Nước Tại Vòi Toray Torayvino MK204MX - Hàng chính hãng,1670500,0cf6950af7073016fcee06f6ce69c908.png,/thiet-bi-loc-nuoc-tai-voi-toray-torayvino-mk204mx-hang-chinh-hang-p13059574.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Torayvino</td></tr><tr><td>SKU</td><td>3926264916222</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Nhật Bản</td></tr><tr><td>Model</td><td>MK204MX</td></tr><tr><td>Chất liệu</td><td><p>Polyacetal / Nhựa ABS</p></td></tr><tr><td>Số lõi lọc</td><td>4</td></tr><tr><td>Công suất lọc</td><td>600L</td></tr><tr><td>Nhiệt độ nước</td><td>- Nhiệt độ nước máy khi sử dụng là &lt; 50°C và lõi lọc &lt; 35°C</td></tr><tr><td>Kích thước</td><td><p>(Dài x Rộng x Cao) 9.3 cm x 14.9 cm x 9.4 cm</p></td></tr></tbody></table></div>",5
212,Máy Lọc Nước R.O 9 Lõi Sunhouse SHA8869K - Hàng Chính Hãng,3915000,ea713f774605e90bb831ed3e9b74b84f.jpg,/ma-y-lo-c-nuo-c-r-o-9-lo-i-sunhouse-sha8869k-hang-chinh-hang-p24366055.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Sunhouse</td></tr><tr><td>SKU</td><td>8307333127339</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>SHA8869K</td></tr><tr><td>Chất liệu</td><td>Chất liệu vỏ tủ Kính cường lực, tôn sơn tĩnh điện</td></tr><tr><td>Dung tích</td><td>8 lít</td></tr><tr><td>Điện áp</td><td>220V - 50Hz</td></tr><tr><td>Loại van</td><td>Điện tử</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Số lõi lọc</td><td>9</td></tr><tr><td>Công suất lọc</td><td>10 – 15 lít/giờ</td></tr><tr><td>Kích thước</td><td><p>460 x 375 x 965 mm</p></td></tr></tbody></table></div>",5
213,Máy Lọc Nước RO TOSHIBA TWP-N1686UV(W1) - Hàng chính hãng ,3578900,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-ro-toshiba-twp-n1686uv-w-hang-chinh-hang-p11260049.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Toshiba</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Kích thước</td><td><p>342 x 363 x 120 mm</p></td></tr><tr><td>SKU</td><td>5151319289145</td></tr><tr><td>Model</td><td>TWP-N1686UV(W1)</td></tr><tr><td>Điện áp</td><td>110~240V/50~60Hz</td></tr><tr><td>Công suất</td><td>30W</td></tr></tbody></table></div>",5
214,Lõi lọc Karofi số 4 (Màng lọc RO) - Hàng chính hãng ,405000,a16c384cfc55c708804fa35286c3ab7b.jpg,/loi-loc-karofi-so-4-mang-loc-ro-hang-chinh-hang-p7756048.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>8394795647000</td></tr><tr><td>Model</td><td>MANGF50</td></tr></tbody></table></div>",5
215,MÁY LỌC NƯỚC KAROFI ERO80 8 LÕI LỌC CÓ TỦ - HÀNG CHÍNH HÃNG,3590000,2a73c5aa9ced6377ce9d8d2904cca60d.jpg,/may-loc-nuoc-karofi-ero80-8-loi-loc-co-tu-hang-chinh-hang-p66643295.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>7788661278329</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Chất liệu</td><td><p>Màng RO 100GPD Hàn Quốc.<br/>Bình áp thép siêu bền<br/>Van điện từ KSD tự động.</p>
<p>Tủ Vertu 2020.</p>
<p> </p>
<p> </p></td></tr><tr><td>Loại van</td><td>Van điện từ KSD tự động</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Số lõi lọc</td><td>8</td></tr><tr><td>Công suất lọc</td><td>10 lít/giờ</td></tr></tbody></table></div>",5
216,Vòi máy lọc nước R.O dây 6mm,129000,f4c52053d220e94a047410420eaf9faf.png,/voi-may-loc-nuoc-r-o-day-6mm-p42958067.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>SMY</td></tr><tr><td>SKU</td><td>4893304508237</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr></tbody></table></div>",5
217,Combo 8 lõi lọc nước dành cho máy lọc Karofi 8 cấp ( Lõi 123+RO+Nanosilver+Mineral+Gac T33+Far Infrared),1280000,ba3fa3c1fd1b334802d04d6c96883680.jpg,/combo-8-loi-loc-nuoc-danh-cho-may-loc-karofi-8-cap-loi-123-ro-nanosilver-mineral-gac-t33-far-infrared-p48077372.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>3792990979806</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr></tbody></table></div>",5
218,Lõi Lọc R.O SUNHOUSE Số 1 RLLSHRLL1 - Hàng Chính Hãng,89000,f0e4660d77070d7af4b613eaf5791b6c.jpg,/loi-loc-r-o-sunhouse-so-1-rllshrll1-hang-chinh-hang-p14767921.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Sunhouse</td></tr><tr><td>SKU</td><td>4516033719803</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>RLLSHRLL1</td></tr><tr><td>Chất liệu</td><td>Sợi PP có khe hở 5µm</td></tr><tr><td>Công suất</td><td>18.000 lít</td></tr><tr><td>Trọng lượng</td><td>500g</td></tr><tr><td>Kích thước</td><td>300 x 120 x 300 mm</td></tr></tbody></table></div>",5
219,Combo 5 lõi PP10 (lõi lọc số 1),65000,2fe2b9c7cc27487cd3ad79952b47db61.jpg,/combo-5-loi-pp10-p48585028.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>OEM</td></tr><tr><td>SKU</td><td>9425633735029</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Số lõi lọc</td><td>5</td></tr><tr><td>Trọng lượng</td><td>575g</td></tr></tbody></table></div>",5
220,Máy lọc nước Karofi 9 cấp E9RO - Hàng chính hãng ,5079000,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-karofi-9-cap-e9ro-hang-chinh-hang-p53394481.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>6035240189424</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Model</td><td>E9RO</td></tr><tr><td>Điện áp</td><td>220v</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Số lõi lọc</td><td>9</td></tr><tr><td>Công suất lọc</td><td>20l/h</td></tr></tbody></table></div>",5
221,Thiết Bị Lọc Nước Tại Vòi Toray Torayvino MK303-EG - Hàng chính hãng,699000,3445cc1037edf31f1affb912df2626ac.png,/thiet-bi-loc-nuoc-tai-voi-toray-torayvino-mk303-eg-hang-chinh-hang-p13045942.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Torayvino</td></tr><tr><td>SKU</td><td>2792236172665</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Nhật Bản</td></tr><tr><td>Model</td><td>MKC303-EG</td></tr><tr><td>Chất liệu</td><td><p>Polyacetal / Nhựa ABS</p></td></tr><tr><td>Số lõi lọc</td><td>3</td></tr><tr><td>Công suất lọc</td><td>1500L</td></tr><tr><td>Nhiệt độ nước</td><td> - Nhiệt độ nước máy khi sử dụng là &lt; 50°C và lõi lọc &lt; 35°C</td></tr><tr><td>Kích thước</td><td><p><span style=""left: 782.43px; top: 178.572px; font-size: 12.7451px; font-family: sans-serif; transform: scaleX(0.877288);"">( Cao x Dài x Rộng ) 9 cm x 13.6 cm</span><span style=""left: 870.75px; top: 178.572px; font-size: 12.7451px; font-family: sans-serif; transform: scaleX(0.895447);""> x </span><span style=""left: 955.512px; top: 178.572px; font-size: 12.7451px; font-family: sans-serif; transform: scaleX(0.901079);"">6cm</span></p></td></tr></tbody></table></div>",5
222,Thiết Bị Lọc Nước Tại Vòi Toray Torayvino MK308T - Hàng chính hãng,1038900,ef2b64868f65949d66ed5a20591fe9c9.png,/thiet-bi-loc-nuoc-tai-voi-toray-torayvino-mk308t-hang-chinh-hang-p13015058.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Torayvino</td></tr><tr><td>SKU</td><td>4545413224255</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Nhật Bản</td></tr><tr><td>Model</td><td>MK308T</td></tr><tr><td>Chất liệu</td><td><p>Polyacetal / Nhựa ABS</p></td></tr><tr><td>Số lõi lọc</td><td>3</td></tr><tr><td>Công suất lọc</td><td>600 Lít</td></tr><tr><td>Trọng lượng</td><td>300 g</td></tr><tr><td>Kích thước</td><td><p><span style=""left: 556.856px; top: 178.572px; font-size: 12.7451px; font-family: sans-serif; transform: scaleX(0.877288);"">( Cao x Dài x Rộng )  : 9.1 cm x </span><span style=""left: 645.151px; top: 178.572px; font-size: 12.7451px; font-family: sans-serif; transform: scaleX(0.904683);"">12.3 cm x 7.7 c</span><span style=""left: 726.996px; top: 178.572px; font-size: 12.7451px; font-family: sans-serif; transform: scaleX(0.922604);"">m</span></p></td></tr></tbody></table></div>",5
223,Thiết bị lọc nước tại vòi Philips AWP3753 - Hàng chính hãng,1047000,d4e0ece9a215ddf0749459bcdb234a47.jpg,/thiet-bi-loc-nuoc-tai-voi-philips-awp3753-hang-chinh-hang-p55731686.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Philips</td></tr><tr><td>SKU</td><td>3043888116262</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Hà Lan</td></tr><tr><td>Xuất xứ</td><td>Trung Quốc</td></tr><tr><td>Model</td><td>AWP3753</td></tr><tr><td>Chất liệu</td><td>Nhựa</td></tr><tr><td>Công suất</td><td>1.6L/ phút</td></tr><tr><td>Trọng lượng</td><td>0,3 kg</td></tr><tr><td>Kích thước</td><td>167 x 92 x 135 mm</td></tr></tbody></table></div>",5
224,Lõi lọc Karofi số 6 (Lõi GAC-T33) - Hàng Chính Hãng,153000,0bc63c3bd561db56d851b075c0936be9.jpg,/loi-loc-karofi-so-6-loi-gac-t33-hang-chinh-hang-p6522987.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Karofi</td></tr><tr><td>SKU</td><td>5781712498143</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>Lõi lọc Karofi số 6 (Lõi GAC-T33)</td></tr></tbody></table></div>",5
225,Bơm uống nước tự động bình to- Bơm hút nước bình nước - Bơm nước mini có sạc - Bơm nước uống bình nước to đóng sẵn,789000,3e3992b44591033d6e62ea57ef2d4e1f.png,/bom-uong-nuoc-tu-dong-binh-to-bom-hut-nuoc-binh-nuoc-bom-nuoc-mini-co-sac-bom-nuoc-uong-binh-nuoc-to-dong-san-p17629039.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>OEM</td></tr><tr><td>SKU</td><td>6352549935386</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Model</td><td>BSM-15</td></tr><tr><td>Kích thước</td><td><p>14cm</p></td></tr></tbody></table></div>",5
226,Chân kệ máy lọc nước  có thể điều chính kích thước (free size),59899,dfc58d6f62cf0c46c1a1065e896448d8.jpg,/chan-ke-may-loc-nuoc-co-the-dieu-chinh-kich-thuoc-free-size-p58443721.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>OEM</td></tr><tr><td>SKU</td><td>9606540651712</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Chất liệu</td><td><p>Khung kim loại</p></td></tr></tbody></table></div>",5
227,Van cấp nước đầu nguồn kết nối nhanh dùng trong máy lọc nước – Hàng chính hãng ,53000,f4c52053d220e94a047410420eaf9faf.png,/van-cap-nuoc-dau-nguon-ket-noi-nhanh-dung-trong-may-loc-nuoc-hang-chinh-hang-p42833330.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>SMY</td></tr><tr><td>SKU</td><td>4597773989534</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr></tbody></table></div>",5
228,Máy lọc nước Hydrogen ion kiềm Kangaroo KG100ES - Hàng chính hãng,11899000,f4c52053d220e94a047410420eaf9faf.png,/may-loc-nuoc-hydrogen-ion-kiem-kangaroo-kg100es-hang-chinh-hang-p57456756.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Kangaroo</td></tr><tr><td>SKU</td><td>6426439668941</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Việt Nam</td></tr><tr><td>Xuất xứ</td><td>Việt Nam</td></tr><tr><td>Model</td><td>KG100ES</td></tr><tr><td>Chất liệu</td><td><p>Nhựa</p></td></tr><tr><td>Dung tích</td><td>7</td></tr><tr><td>Điện áp</td><td>220V</td></tr><tr><td>Đồng hồ hiển thị áp lực</td><td>Không</td></tr><tr><td>Công suất</td><td>40W</td></tr><tr><td>Số lõi lọc</td><td>7</td></tr><tr><td>Công suất lọc</td><td>18L/H</td></tr><tr><td>Trọng lượng</td><td>19</td></tr></tbody></table></div>",5
229,Thiết Bị Lọc Nước Lắp Tại Vòi Cleansui EF102 - Hàng Chính Hãng,2748900,cf17ec7efe506945b396ff8e23440926.jpg,/thiet-bi-loc-nuoc-la-p-tai-voi-cleansui-ef102-hang-chinh-hang-p11386188.html,"<div class=""content has-table""><table><tbody><tr><td>Thương hiệu</td><td>Cleansui</td></tr><tr><td>SKU</td><td>1302651441133</td></tr><tr><td>Xuất xứ thương hiệu</td><td>Nhật Bản</td></tr><tr><td>Xuất xứ</td><td>Nhật Bản</td></tr><tr><td>Trọng lượng</td><td>0,500 Kg</td></tr><tr><td>Kích thước</td><td>170 x 90 x 140 cm</td></tr></tbody></table></div>",5
